pw7815@nittany.edu,yxkcwdgq,Priscilla White,20,M,CSE,18 Lakeview Street ,52747
jo5683@nittany.edu,e83hpu1t,Jules Oberbrunner,21,F,IST,708 York Dr. ,52728
kl1348@nittany.edu,8wb1rxkk,King Lebsack,18,F,STAT,251 West Sheffield Drive ,31906
ns2358@nittany.edu,vhqlpsxm,Naomie Sporer,21,F,EE,461 Heather Street ,50116
vr4622@nittany.edu,x1pcj1lj,Vladimir Reichert,19,M,MATH,7529 Old Sunset Road ,32359
mk1572@nittany.edu,0mw55wlu,Milford Koepp,20,M,STAT,9659 Rosewood Drive ,93260
ts5040@nittany.edu,nu5j89vv,Trent Schamberger,22,M,IST,8687 N. Sleepy Hollow Court ,96038
mj1117@nittany.edu,b7vlqf67,Meredith Jenkins,20,F,MATH,119 Harvey Street ,51555
kp5214@nittany.edu,7ju36d6x,Kaci Parker,20,F,MATH,608 North Addison St. ,85706
me4221@nittany.edu,3bo30fmd,Macey Emmerich,20,F,PHYS,9408 Anderson Court ,32626
lh8743@nittany.edu,7w0nvvdk,Lambert Hermiston,20,F,DS,63 Lake Forest Road ,52335
ka6770@nittany.edu,zueofsd7,Kale Ankunding,19,M,CMPEN,963 Court Road ,50254
wa5135@nittany.edu,w243ok57,Wiley Anderson,18,F,DS,9236 El Dorado St. ,33924
la7071@nittany.edu,vbh4oyvh,Liam Adams,20,M,CHEM,185 E. Trenton Street ,32968
kl9753@nittany.edu,cv1y6th1,Kaci Lynch,19,F,IST,141 Gulf Rd. ,32607
jh3336@nittany.edu,s3hc5no3,Jett Hamill,21,F,CHEM,8378 West Pulaski Ave. ,31823
sb1972@nittany.edu,j7r0a57m,Simone Brekke,19,M,CHEM,308 Mammoth Dr. ,39845
kb3574@nittany.edu,rra42qn8,Keshaun Bailey DDS,18,F,DS,608 North Addison St. ,85381
lv3076@nittany.edu,v7zygrtm,Lavon VonRueden,22,F,CHEM,8378 West Pulaski Ave. ,81023
mt4811@nittany.edu,wsm19ofu,Max Trantow,21,M,CMPEN,7764 Union Avenue ,83254
zp7831@nittany.edu,d3dgrdyb,Zetta Predovic,20,F,CSE,8401 Green Rd. ,67801
mr1020@nittany.edu,7parpwv4,Meredith Runolfsdottir,21,F,IST,119 Harvey Street ,91763
ws6593@nittany.edu,teicrr0i,Westley Smith,21,F,ECON,120 Heritage Lane ,32162
lw8769@nittany.edu,4zg52bmc,Laura Windler,22,F,DS,7450 West Manchester Street ,47868
ms6765@nittany.edu,r5rdlt3p,Mrs. Shaylee Grady,22,F,MATH,232 W. Homewood Ave. ,51026
mj9606@nittany.edu,hqz70t65,Modesto Jast,22,M,CMPSC,232 W. Homewood Ave. ,80442
jc4011@nittany.edu,eo12cwf1,Jayson Conroy,20,M,CHEM,91 S. Gartner Street ,93722
mj5224@nittany.edu,1ugb9cmy,Maia Jaskolski,20,F,CMPSC,63 Lake Forest Road ,52228
jz6925@nittany.edu,k5yvaa0l,Jeramie Zieme,18,F,PHYS,182 Spring Street ,33521
vo6259@nittany.edu,2bydpo29,Vergie Olson I,19,F,CMPEN,655 East Branch Dr. ,66748
ks3998@nittany.edu,rhxt4g5n,Katarina Stroman,20,F,STAT,8401 Green Rd. ,50167
mt3231@nittany.edu,exvtqnja,Mr. Tyra Kertzmann,18,F,CSE,8378 West Pulaski Ave. ,46704
ws8716@nittany.edu,zypbenkp,Wilhelm Schroeder,20,M,CMPSC,141 Gulf Rd. ,62907
md7627@nittany.edu,uv6lyhx1,Mrs. Darren Stokes,20,F,CMPEN,141 Gulf Rd. ,72828
th2610@nittany.edu,h9on7qnt,Tiffany Hintz,18,M,ECON,798 North Euclid Drive ,30004
mh8661@nittany.edu,62pu6wfu,Meggie Heaney,18,M,STAT,6 Andover Dr. ,33744
vk8864@nittany.edu,651y3i92,Valentin Koch,21,M,ECON,6 Andover Dr. ,71865
mh3437@nittany.edu,un370oka,Magnolia Hauck,21,M,ECON,251 West Sheffield Drive ,20037
ww9231@nittany.edu,kj60tdn2,Willy Witting,21,F,MATH,453 North Elm Dr. ,67625
mk1676@nittany.edu,85455s3q,Mertie Kessler,18,M,MATH,7529 Old Sunset Road ,85029
ub9586@nittany.edu,x506uggh,Ubaldo Brakus,19,F,IST,26 Johnson St. ,80914
lh6961@nittany.edu,v3gdwdc5,Lorenza Herzog,19,M,CSE,4 Old Academy Drive ,61320
kf5693@nittany.edu,kugxq36s,Kassandra Feeney,18,M,IST,639 Princeton Rd. ,52041
sb2082@nittany.edu,wxsmyx7m,Sarina Brakus,21,M,IST,358 Marvon Ave. ,95350
mn2870@nittany.edu,jp6g9t7o,Ms. Novella Leannon,19,M,MATH,26 Johnson St. ,85924
ug5112@nittany.edu,dxkepcty,Ulices Greenholt,22,F,CMPSC,863 Stillwater Road ,93226
tk1529@nittany.edu,qecf5aq9,Trisha Kutch,20,M,IST,708 York Dr. ,62294
ib2806@nittany.edu,uua3sa2w,Isadore Bednar,19,M,CMPEN,9408 Anderson Court ,6114
os7226@nittany.edu,mjn5h1ar,Oda Satterfield III,18,M,CMPSC,55 Hall St. ,32065
ne9599@nittany.edu,zyidgkic,Niko Effertz,19,M,IST,26 Johnson St. ,61605
vg5084@nittany.edu,mngwzy70,Vivian Grady,20,M,ECON,608 North Addison St. ,52336
mr5670@nittany.edu,64l3koc2,Mr. Rashad Haley,18,M,CMPEN,63 Lake Forest Road ,95841
km6416@nittany.edu,ogioyglf,Kyler Marvin,22,F,EE,336 Myrtle Street ,30734
sj7472@nittany.edu,s90gbel7,Sarai Jakubowski,22,M,PHYS,9420 Tallwood Street ,52202
wr1679@nittany.edu,aqiwjran,Wilfrid Rath,21,M,CMPSC,9420 Tallwood Street ,83354
mr8602@nittany.edu,wdej56s0,Mr. Rosario Breitenberg,21,F,CHEM,7 Arch Court ,67144
ma8046@nittany.edu,a771edmk,Miss Alayna Simonis,18,M,ECON,7764 Union Avenue ,51631
mg1007@nittany.edu,0chfsvgv,Melissa Green,22,F,CHEM,9236 El Dorado St. ,72959
lh3004@nittany.edu,yc5lx7ko,Lauryn Hayes,19,F,PHYS,78 South Brewery Ave. ,92595
zr6066@nittany.edu,ox4oj6bk,Zachariah Ritchie,19,M,PHYS,7764 Union Avenue ,32835
jg5906@nittany.edu,ur67r649,Jayde Gutkowski,21,F,PHYS,863 Stillwater Road ,33165
ok5696@nittany.edu,w4lw74bb,Oral Kozey,21,M,PHYS,78 South Brewery Ave. ,93013
mw5391@nittany.edu,gw0fvr67,Michael Weber,20,F,CHEM,285 Dogwood Drive ,95606
sm5970@nittany.edu,vxoiplyk,Skyla Maggio,22,M,CSE,780 East Redwood Drive ,62049
mn6897@nittany.edu,v0ao01h6,Ms. Nickolas Stoltenberg,22,M,CMPSC,8401 Green Rd. ,60410
rm8553@nittany.edu,hvp8c1pa,Rosanna Mayer,19,F,ECON,8131 Elizabeth Ave. ,6070
jl5459@nittany.edu,0plitcjo,Jaiden Little,19,M,CSE,185 E. Trenton Street ,72856
ml1743@nittany.edu,y5vg4l0f,Ms. Lindsay Trantow,18,F,DS,9659 Rosewood Drive ,80612
ph1773@nittany.edu,ri2ema2v,Pierce Hettinger,21,F,CSE,798 North Euclid Drive ,72434
ma8953@nittany.edu,c4mxuuqi,Mr. Alexandria Graham,18,M,CHEM,55 Hall St. ,46771
pp2997@nittany.edu,o1fefu43,Pearlie Purdy,19,F,ECON,639 Princeton Rd. ,96120
vk7408@nittany.edu,ids1tqkg,Vada Kerluke,20,M,STAT,780 East Redwood Drive ,51572
ro9937@nittany.edu,ekfvrwnv,Raymond Oberbrunner Sr.,20,M,EE,308 Mammoth Dr. ,80477
tf2405@nittany.edu,bbub3bn6,Tess Farrell,18,M,STAT,495 Jockey Hollow Ave. ,6078
pm3642@nittany.edu,5jaf22em,Providenci Mitchell,21,M,PHYS,9236 El Dorado St. ,72206
kr9949@nittany.edu,4l677h7b,Kaci Runolfsdottir,21,F,STAT,7 Arch Court ,86033
mt2086@nittany.edu,lugv35xs,Mr. Tyshawn Rice,18,F,CHEM,63 Lake Forest Road ,94102
tw6502@nittany.edu,v8vwyn9u,Tremaine Williamson DDS,20,F,ECON,259 Cleveland Road ,72553
ol7450@nittany.edu,sjh2j7al,Ova Legros,19,F,ECON,120 Heritage Lane ,50430
jw6319@nittany.edu,7b5mmk0k,Jasen Walker IV,22,F,CMPSC,87 Vermont St. ,72553
ok8829@nittany.edu,0mtlfueb,Orie Kunde,21,F,EE,88 Harrison Street ,81650
ps1087@nittany.edu,0btsy90l,Pablo Shields,18,M,MATH,251 West Sheffield Drive ,33455
mp7952@nittany.edu,yvw13vva,Mrs. Paolo Runolfsdottir,20,F,MATH,259 Cleveland Road ,81624
sm5549@nittany.edu,4ubv2rui,Stuart Murray,21,M,IST,7450 West Manchester Street ,91948
td2477@nittany.edu,jqnrvtrh,Timothy Dibbert V,20,M,MATH,7297 Applegate St. ,80863
sm8842@nittany.edu,evr5of46,Shania Mayer II,18,M,PHYS,8985 Cambridge Ave. ,80498
jp5962@nittany.edu,glomie2r,Jolie Pagac,20,M,ECON,461 Heather Street ,50212
mg1791@nittany.edu,97wpdce3,Miss Garfield Considine,18,M,CMPSC,361 E. Sierra Street ,90210
sg1979@nittany.edu,l1gmkdot,Stephania Gusikowski,19,M,PHYS,358 Marvon Ave. ,46048
lo3428@nittany.edu,2egyxxlf,Lauretta Ortiz,19,M,PHYS,780 East Redwood Drive ,33158
ml7753@nittany.edu,njqkhbk1,Ms. Luisa Hackett,21,F,CMPEN,182 Spring Street ,96863
js3927@nittany.edu,9omxaej6,Jarrett Strosin,19,M,CMPSC,358 Marvon Ave. ,51006
me9897@nittany.edu,wlbwyq0u,Miss Erika Champlin,21,M,EE,55 Hall St. ,46992
mb5390@nittany.edu,x55rpyay,Ms. Broderick Rosenbaum,20,F,STAT,8687 N. Sleepy Hollow Court ,96073
sg4417@nittany.edu,uspynxlx,Sage Gottlieb,22,F,STAT,91 S. Gartner Street ,46740
lt7103@nittany.edu,du9dnihl,Laverne Toy,21,M,IST,26 Johnson St. ,61333
pt3035@nittany.edu,lygiglih,Piper Turner,18,M,ECON,3 North Linden Ave. ,6804
wc1418@nittany.edu,7pvgb1zz,Wilhelm Cremin DDS,19,F,CMPEN,963 Court Road ,83706
mm2047@nittany.edu,v4zb3jgz,Miss Marcella Corkery,19,M,ECON,9599 La Sierra St. ,72908
ma4242@nittany.edu,jvu0nzlk,Mr. Amely Brown,20,M,PHYS,7764 Union Avenue ,83839
jn3590@nittany.edu,qb44g4dk,Jensen Nitzsche,22,F,ECON,266 Second Street ,83254
mh4972@nittany.edu,2n5005op,Miss Harmony Smitham,22,F,CMPSC,285 Dogwood Drive ,33157
jh3004@nittany.edu,t4lokykc,Jordan Hilpert,19,M,ECON,9599 La Sierra St. ,71933
sp7638@nittany.edu,fsrrus7y,Shea Pacocha,21,M,EE,9599 La Sierra St. ,60619
vn4576@nittany.edu,vv66g921,Vivienne Nolan,18,M,ECON,259 Cleveland Road ,93669
mj2446@nittany.edu,ucjic0w9,Mr. Jamie Rolfson,19,M,CMPEN,308 Mammoth Dr. ,62671
mh9005@nittany.edu,k6oyux03,Mollie Hegmann,20,M,CMPEN,3 North Linden Ave. ,30683
mp5777@nittany.edu,michr3i2,Mariano Price,19,F,DS,863 Stillwater Road ,61256
mj1886@nittany.edu,5n7v2kpx,Mrs. Jamarcus Hintz,22,F,IST,78 South Brewery Ave. ,34683
mp5980@nittany.edu,b0ik492k,Mrs. Pedro Hyatt,18,M,CMPSC,87 Vermont St. ,95922
mr7087@nittany.edu,k0nmx856,Mr. Rebeca Zieme,20,F,STAT,8687 N. Sleepy Hollow Court ,91361
kk1267@nittany.edu,erpw7yc1,Kamren Keebler,21,M,CMPEN,863 Stillwater Road ,47863
jm7206@nittany.edu,t3cc9z99,Jaden Mayer,22,F,DS,185 E. Trenton Street ,72082
mm8916@nittany.edu,zhficzyu,Mrs. Murphy Torp,18,M,CMPEN,141 Gulf Rd. ,61863
jr1301@nittany.edu,kbpsbr3f,Jamie Reilly,20,F,EE,7130 Longfellow Dr. ,72438
rq8420@nittany.edu,18039p3n,Russell Quitzon,18,M,MATH,963 Court Road ,93452
tf8025@nittany.edu,5pvjbo7e,Tyrell Fay,21,F,EE,285 Dogwood Drive ,33407
ob6043@nittany.edu,ktfuzxp9,Osvaldo Bogan,21,M,CMPEN,7130 Longfellow Dr. ,52305
jd3188@nittany.edu,9q2thys7,Jerrold Dicki,20,M,ECON,83 Corona Street ,61041
nb5135@nittany.edu,0nzzhtfv,Napoleon Boyer,21,M,CMPSC,7 Arch Court ,62207
js4888@nittany.edu,j3od3n4p,Jolie Smitham,22,F,CMPEN,453 North Elm Dr. ,34237
mt1283@nittany.edu,hol7b2mw,Mrs. Trevor Brown,18,M,PHYS,7130 Longfellow Dr. ,31058
tb4699@nittany.edu,f27vzunk,Tara Berge IV,19,M,CHEM,182 Spring Street ,62526
jf5072@nittany.edu,s0ar4vzh,Jaylen Feil,18,F,PHYS,8401 Green Rd. ,96109
mj8109@nittany.edu,xoiyx6kc,Mrs. Jaleel Runolfsson,20,F,DS,8131 Elizabeth Ave. ,51346
sl8096@nittany.edu,yf61naw6,Stefanie Legros,18,F,ECON,63 Lake Forest Road ,72522
wg1476@nittany.edu,wbaj93jd,Will Gusikowski,18,F,CHEM,860 Wakehurst Dr. ,31314
lb1184@nittany.edu,dot0tf8n,Lauren Bahringer PhD,18,F,DS,78 South Brewery Ave. ,31560
kw1043@nittany.edu,gyuo6s68,Kari Weber,21,F,STAT,963 Court Road ,47581
ld4137@nittany.edu,fsj3c1kx,Leola DuBuque Sr.,21,F,CMPEN,495 Jockey Hollow Ave. ,92883
nb2686@nittany.edu,t3tb56et,Neva Berge,22,M,MATH,8131 Elizabeth Ave. ,51571
rk8121@nittany.edu,nqr175z6,Rupert Kemmer,21,M,CHEM,9408 Anderson Court ,71859
vp6083@nittany.edu,1ud2uqwt,Vicenta Prosacco,22,F,CMPEN,655 East Branch Dr. ,95527
mb7672@nittany.edu,vf1lz76e,Mr. Braulio Schultz,18,F,MATH,63 Lake Forest Road ,19941
rh9618@nittany.edu,l4kd44ir,Rubie Harvey,19,M,STAT,9236 El Dorado St. ,61871
lw7685@nittany.edu,7m8mr0xn,Levi Willms,18,M,MATH,7764 Union Avenue ,92321
me6698@nittany.edu,ffb2ht7r,Mckayla Eichmann,22,F,MATH,120 Heritage Lane ,51350
mp7693@nittany.edu,o3dr5v73,Marjory Pfeffer,20,M,PHYS,9236 El Dorado St. ,52728
us6442@nittany.edu,l35tyonq,Una Stark PhD,21,M,STAT,358 Marvon Ave. ,30082
ma9983@nittany.edu,yd06ojzw,Miss Adolfo Lesch,21,F,CSE,358 Marvon Ave. ,33442
mk7105@nittany.edu,324dzpe5,Marisol Konopelski,22,M,MATH,7529 Old Sunset Road ,60408
ma3822@nittany.edu,puhwjytc,Ms. Adrianna Hahn,18,M,STAT,639 Princeton Rd. ,51010
vy1999@nittany.edu,4dd4cw3t,Verner Yundt,22,F,EE,141 Gulf Rd. ,60475
lw8160@nittany.edu,psuozril,Lionel West,19,M,IST,26 Johnson St. ,93531
nm4783@nittany.edu,iy1zte43,Noah Moore,20,F,PHYS,8985 Cambridge Ave. ,71730
nb4212@nittany.edu,t317pzht,Nestor Baumbach PhD,22,F,CHEM,87 Vermont St. ,60503
ms9882@nittany.edu,ap6zwdg6,Marisa Schaden,19,F,PHYS,7130 Longfellow Dr. ,47453
mk2377@nittany.edu,m7rl0est,Miracle Kerluke,18,F,ECON,7297 Applegate St. ,62002
rw1366@nittany.edu,wzrfyu4b,Roxane Watsica,19,M,MATH,3 North Linden Ave. ,71913
mr5319@nittany.edu,boobfpsc,Marianna Runolfsdottir,18,F,STAT,141 Gulf Rd. ,93950
kz9097@nittany.edu,93fazlav,Kaylah Zieme,20,F,CMPEN,639 Princeton Rd. ,6016
ml7288@nittany.edu,8u9m3vy0,Marques Langworth,21,F,ECON,120 Heritage Lane ,95237
jd5932@nittany.edu,hm6f5dki,Jayson Doyle,19,F,CSE,655 East Branch Dr. ,34442
lk1182@nittany.edu,i86a0wes,Lexie Kuphal,21,M,CMPEN,9236 El Dorado St. ,92672
jk1331@nittany.edu,9xsuk73g,Jedediah Koch,20,M,DS,7297 Applegate St. ,95492
jw9436@nittany.edu,vzbjdv3k,Josue Weber,20,M,MATH,4 Old Academy Drive ,72201
zw5425@nittany.edu,azwrgwfc,Zane Wunsch III,19,F,ECON,8131 Elizabeth Ave. ,72031
jk5021@nittany.edu,mok0ne4f,Juana Kris MD,21,M,CMPEN,18 Lakeview Street ,60448
mn1003@nittany.edu,9w0dzvox,Mr. Nicole Raynor,22,F,PHYS,3 North Linden Ave. ,81430
ph8799@nittany.edu,vi91ma60,Patience Hackett,22,M,IST,9420 Tallwood Street ,95816
jl8774@nittany.edu,cort4ur0,Jessy Leannon,19,F,PHYS,7 Arch Court ,93664
mj7408@nittany.edu,n1dy26kb,Mattie Jerde,21,F,PHYS,7195 North Canterbury Circle ,80122
ns6501@nittany.edu,dolqvilg,Nils Simonis,19,M,EE,8401 Green Rd. ,90241
lr5589@nittany.edu,u6hzmqce,Lola Rau,19,F,CHEM,453 North Elm Dr. ,96034
me5409@nittany.edu,h6596pmb,Miss Esperanza Macejkovic,19,M,IST,185 E. Trenton Street ,91702
mc9096@nittany.edu,9e902fh5,Mrs. Ciara Watsica,18,F,DS,461 Heather Street ,31789
jk4116@nittany.edu,tc7wzen5,Jeramy Kessler,19,F,EE,9498 Newport Ave. ,50439
kb9285@nittany.edu,bb20e3eo,Kim Brown,22,F,MATH,182 Spring Street ,93624
kq6968@nittany.edu,ncauyhl8,Kiley Quitzon,19,M,MATH,860 Wakehurst Dr. ,66418
mj6957@nittany.edu,50ios7oc,Miss Jaeden Wehner,18,F,CHEM,6 Andover Dr. ,30233
tp4444@nittany.edu,7xngmflx,Trenton Price,22,F,CHEM,185 E. Trenton Street ,80498
me6706@nittany.edu,koq3w7uq,Mrs. Elvie Langosh,22,M,MATH,91 S. Gartner Street ,61091
kb8171@nittany.edu,qaim4nyr,Kyler Becker,19,F,PHYS,9408 Anderson Court ,66732
sr6321@nittany.edu,y8ctfvas,Selmer Romaguera V,18,M,IST,185 E. Trenton Street ,61364
jh1737@nittany.edu,r3fjawr3,Jedediah Hahn,18,M,DS,7195 North Canterbury Circle ,33068
sp1616@nittany.edu,ml2h208b,Sedrick Prosacco,22,M,PHYS,8985 Cambridge Ave. ,51652
pm4249@nittany.edu,7lkh0drk,Phoebe Murazik I,19,F,DS,285 Dogwood Drive ,62987
tl1139@nittany.edu,aw578ax6,Turner Leffler,21,F,CSE,453 North Elm Dr. ,81001
im1645@nittany.edu,9fxd7jbx,Izabella Murphy,21,M,PHYS,7 Arch Court ,60920
sd6073@nittany.edu,h4s07rdo,Spencer Doyle,18,M,ECON,860 Wakehurst Dr. ,31709
po7371@nittany.edu,ip7d5auz,Penelope Okuneva,21,M,MATH,55 Hall St. ,50633
wo4044@nittany.edu,763l3i7c,Wilburn O'Reilly Jr.,20,M,DS,91 S. Gartner Street ,62976
mc4662@nittany.edu,29h5hyri,Mr. Citlalli Kirlin,20,M,CSE,9408 Anderson Court ,32117
mm9624@nittany.edu,qn3gf4jy,Mossie Marks,18,M,IST,182 Spring Street ,19707
nb6183@nittany.edu,0st9amrk,Ned Bechtelar,22,F,STAT,232 W. Homewood Ave. ,51445
mm4674@nittany.edu,g7du1ojo,Miss Mireya Dach,21,F,EE,88 Harrison Street ,93513
vh5298@nittany.edu,xq61mjeu,Virginia Hoppe,18,M,CMPEN,336 Myrtle Street ,34450
mi2648@nittany.edu,m8xeqokb,Miss Idell McLaughlin,22,M,STAT,7130 Longfellow Dr. ,83285
js3229@nittany.edu,e96c7keo,Janet Streich,19,F,MATH,266 Second Street ,72567
mt2801@nittany.edu,bo0jngmw,Martina Trantow,20,M,MATH,336 Myrtle Street ,30752
oh9599@nittany.edu,f82kxu02,Octavia Hane,19,F,DS,7764 Union Avenue ,47847
jb9306@nittany.edu,v9ssce9g,Jeremy Boyer,20,F,CMPEN,655 East Branch Dr. ,33476
jc1462@nittany.edu,q9d9s6dq,Juana Cronin,21,M,DS,7195 North Canterbury Circle ,47455
ks1926@nittany.edu,sl8woypo,Kane Satterfield,18,F,CHEM,7529 Old Sunset Road ,90001
sb5646@nittany.edu,2vzzya36,Stephon Bernier,22,M,CSE,9599 La Sierra St. ,6469
mr3116@nittany.edu,l9hbj48g,Mr. Rudolph Littel,21,F,IST,9659 Rosewood Drive ,46301
sn9491@nittany.edu,5yi7x0eo,Sonya Nitzsche,20,F,ECON,78 South Brewery Ave. ,61438
mg7684@nittany.edu,rl2cp87v,Mr. Gudrun Dickinson,18,F,CMPEN,8687 N. Sleepy Hollow Court ,46011
or2228@nittany.edu,kvn8iy42,Orland Rau,18,M,CMPEN,9659 Rosewood Drive ,92337
md6611@nittany.edu,vtosgz5l,Mrs. Deanna Wuckert,20,M,CHEM,780 East Redwood Drive ,92267
jk4027@nittany.edu,s5sdwxe9,Jarred Kutch,18,F,CMPSC,3 North Linden Ave. ,81141
kd4323@nittany.edu,ky47f40i,Karine Davis,22,F,CSE,708 York Dr. ,90660
mo4621@nittany.edu,yj2pbwup,Miss Ottilie Dooley,19,M,CMPEN,285 Dogwood Drive ,72821
mg4093@nittany.edu,2ah4ktzw,Miss Guy Nader,21,F,CSE,9236 El Dorado St. ,95463
nm3617@nittany.edu,vlzywpvf,Nikolas Moen,18,F,CSE,9408 Anderson Court ,34232
sr9640@nittany.edu,iplj2xy6,Sydnie Reichert,19,M,CSE,9498 Newport Ave. ,62643
mw6081@nittany.edu,32646od4,Merlin Ward,20,F,PHYS,798 North Euclid Drive ,66860
lt8326@nittany.edu,ey2211w5,Leatha Torp,18,F,CMPSC,8378 West Pulaski Ave. ,33403
mb8575@nittany.edu,sh4xt2bg,Miss Bailee Bogan,19,M,CSE,119 Harvey Street ,83548
sc6597@nittany.edu,l1v69w0t,Stuart Cruickshank,20,M,EE,9599 La Sierra St. ,83836
ma8535@nittany.edu,diy15lsc,Ms. Alice Grady,21,F,STAT,7 Arch Court ,94028
mb5410@nittany.edu,lb72y2as,Madison Beer,18,F,EE,9236 El Dorado St. ,85551
tb1810@nittany.edu,o7e5y5dx,Tremayne Bode,18,M,CMPEN,120 Heritage Lane ,51363
jg7835@nittany.edu,maqpunnl,Jocelyn Gibson,20,F,CMPEN,7450 West Manchester Street ,81133
yc8409@nittany.edu,vq1nni34,Yesenia Cruickshank,18,F,ECON,9498 Newport Ave. ,6413
nl1189@nittany.edu,5aoxsizv,Nedra Langworth DDS,20,F,CMPSC,63 Lake Forest Road ,83336
mg8396@nittany.edu,nxo2mwgf,Miles Gottlieb,20,M,ECON,308 Mammoth Dr. ,33618
ta4214@nittany.edu,mklvq7ae,Tobin Armstrong,19,M,CHEM,78 South Brewery Ave. ,46792
jc9373@nittany.edu,shhpv8p7,Jerome Carroll,22,F,CMPSC,7 Arch Court ,61605
mr3131@nittany.edu,02urjsak,Miss Roger Hermann,21,F,IST,453 North Elm Dr. ,51440
mj9296@nittany.edu,kcu3vjig,Mrs. Jarod Hauck,19,F,STAT,83 Corona Street ,93551
lm8503@nittany.edu,j2sxy242,Lupe McClure V,21,F,IST,88 Harrison Street ,46115
mt6337@nittany.edu,pb0hfa5q,Ms. Tess Volkman,22,M,ECON,336 Myrtle Street ,72542
mo2344@nittany.edu,gx3wwjpy,Marcelle Orn,18,M,PHYS,87 Vermont St. ,34996
ml8317@nittany.edu,ncjwln3k,Madeline Lowe,19,F,CSE,259 Cleveland Road ,33635
mg7641@nittany.edu,dougrd3c,Miss Grayson Pagac,18,M,CMPEN,9659 Rosewood Drive ,33129
ll6444@nittany.edu,okou3evv,Luisa Lynch II,20,F,MATH,7195 North Canterbury Circle ,72717
md1308@nittany.edu,c1tkc0cu,Ms. Donavon Ferry,19,F,PHYS,83 Corona Street ,19902
jd5592@nittany.edu,ctrbgry4,Jalen Dietrich DDS,21,M,PHYS,83 Corona Street ,52802
sk9053@nittany.edu,o1kwtc35,Stella Kohler,18,F,DS,78 South Brewery Ave. ,46407
mt1262@nittany.edu,9pp8rq5t,Mrs. Trisha Flatley,20,M,CMPEN,308 Mammoth Dr. ,92549
mm6682@nittany.edu,scejc8la,Mireya McKenzie,20,F,STAT,7130 Longfellow Dr. ,50648
nw3340@nittany.edu,x6dvvxsz,Nestor Willms,18,M,PHYS,7764 Union Avenue ,95556
td2308@nittany.edu,7t094e9g,Trevor Douglas,18,F,CMPEN,8401 Green Rd. ,72950
jw3297@nittany.edu,cn3jhka6,Jaydon Wolff III,18,F,DS,655 East Branch Dr. ,92618
sp1402@nittany.edu,m5cocubj,Stuart Paucek,18,M,PHYS,26 Johnson St. ,72438
ml5796@nittany.edu,ui580f4n,Maeve Lindgren,21,F,CHEM,63 Lake Forest Road ,62501
kc1302@nittany.edu,v0fgasd7,Keshaun Cremin,22,F,PHYS,78 South Brewery Ave. ,96708
ld9084@nittany.edu,ftqmprpx,Lorenz D'Amore,18,M,CMPEN,361 E. Sierra Street ,19733
oc9232@nittany.edu,xcjcr4fc,Ottis Carter,18,M,CHEM,308 Mammoth Dr. ,31316
ma9716@nittany.edu,9850zhhi,Mr. Abdullah Nienow,22,M,CMPEN,26 Johnson St. ,86403
jh2181@nittany.edu,p90ls52s,Joel Hessel,18,F,ECON,6 Andover Dr. ,81504
md7018@nittany.edu,pczfi6i4,Mrs. Deangelo Larson,18,M,MATH,120 Heritage Lane ,6090
rm1496@nittany.edu,rqgrpbb3,Rey Mayer,21,M,CMPSC,4 Old Academy Drive ,85003
og7528@nittany.edu,o3hihfsr,Osvaldo Goldner,21,M,CSE,863 Stillwater Road ,80624
ma8013@nittany.edu,jc1yhwrz,Miss Archibald Parisian,21,F,PHYS,860 Wakehurst Dr. ,47948
kk5103@nittany.edu,o27khz2d,Kirk Kshlerin,22,F,CHEM,780 East Redwood Drive ,52626
jj6204@nittany.edu,vaklayln,Jude Jakubowski,19,M,IST,251 West Sheffield Drive ,46039
lh7203@nittany.edu,gtmrxd7b,Letitia Haley,19,M,CMPSC,453 North Elm Dr. ,6359
lr4974@nittany.edu,krunxnsj,Lyla Rowe,18,F,PHYS,3 North Linden Ave. ,31747
rr1861@nittany.edu,fcsiw9vb,Reba Rogahn Jr.,18,F,CMPEN,655 East Branch Dr. ,30168
xb9185@nittany.edu,fwja346l,Xzavier Bednar,18,M,CHEM,6 Andover Dr. ,91905
mb2685@nittany.edu,1alls4jn,Madalyn Beahan,22,M,CMPSC,308 Mammoth Dr. ,61344
ms6799@nittany.edu,eivrd0dg,Marquise Sporer,20,M,DS,9408 Anderson Court ,92056
lm1111@nittany.edu,4abor0p0,Lily Mayer,19,M,CSE,780 East Redwood Drive ,51046
ja2479@nittany.edu,i8c51ca7,Johnpaul Adams III,19,M,STAT,8985 Cambridge Ave. ,30054
zo2385@nittany.edu,h2c0hmwx,Zita Okuneva,21,F,IST,708 York Dr. ,62346
lr8600@nittany.edu,ky9az1o3,Leone Rath,20,M,STAT,7450 West Manchester Street ,32445
kt2960@nittany.edu,ciwfk9v0,Kenna Toy,22,F,CHEM,55 Hall St. ,61775
lh7173@nittany.edu,i41crgb3,Lesly Hamill,20,M,PHYS,798 North Euclid Drive ,80487
mj8696@nittany.edu,bubzi73b,Mona Jast,19,F,ECON,8401 Green Rd. ,81321
mo9119@nittany.edu,dg88ili6,Malachi O'Kon Sr.,21,M,CMPSC,266 Second Street ,96734
mr4981@nittany.edu,4y9tpklm,Maryjane Ratke DVM,18,M,MATH,6 Andover Dr. ,30218
rr3451@nittany.edu,mfh91bnj,Rosanna Raynor II,22,F,EE,655 East Branch Dr. ,32079
